65.3,165.3,173.4,307.4,289.7,182.1,0,28.3,13.6,9.6,69.2,91.6,61.6,70.6,62.5,18,0,37.6,0,16.6,44.3,2.7,10.5,40.7,71.3,37.5,87,83,49.3,62.6,34.3,32.9,80.2,110.9,159.1,88.4,53.8,64.7,129.1,169.3,75.5,77.6,138.5,157.3,215,287.1,176.1,388,276.7,280.2,440.9,445.7,443.2,457.5,413.5,459,518.7,487.9,356.2,389.3,617.2,378.7,489.4,728.8,986.4,1080.1,864,748.1,915,843.7,494.8,673.6,802.6,736.9,710.6,749.3,572.2,679.6,880.9,793.6,993.6,981.3,1190.8,954.7,707.1,591.3,390.9,709.1,799.1,894.3,642.2,744.2,596.2,656.8,521.3,831.5,1001.2,470.4,600.4,740.3,590.3,1000.4,1132.6,894.2,680.5,902.9,929.6,990.7,844.4,1048.6,904.5,920.4,982.1,965.2,604.1,912.9,811.8,1000.7,978.2,781.5,982.4,1008.3,1193.3,789.7,734.1,679.7,612.4,282.6,731.1,914.6,829.2,603.3,876,748.9,709.9,476.8,585.6,242.7,147.7,17.5,227.8,254,296,116
406.9,193.7,221.7,328.4,249.1,69.9,98.8,159.5,214.8,189.2,174.6,53.5,121.2,180.7,88.7,72.3,14.1,89.3,74.7,18.7,45,85.3,31.7,39.3,48.1,30,84.8,57.5,41.4,66.9,64.8,55.6,45.1,88.7,48.6,37.7,98.2,91.1,106.1,93.8,33.3,0,0,0,0,49.9,290.5,412.3,251.6,400.2,640.2,588.8,493.8,416.4,592.4,574.4,576.3,559.4,797,592.4,499,696.3,486.4,456.9,523.8,511.8,552.1,708.4,464.1,536.7,747.2,554.4,595.5,610,813.8,724,605.4,600.6,549,450.8,575,726.2,660.9,693.7,743.8,892.3,1081.5,957.7,1149.8,860.7,873.8,802.7,621.8,743.6,789.5,544.2,920.5,869.7,783.3,833.2,885.3,935.1,1125.4,630,673.9,515.8,511,739.7,955.7,664.7,548.3,617.5,907.7,818.8,813.6,893.7,929.7,937.4,965.2,1105.3,1131.6,919,697.8,844.6,1059.3,1131.4,1305.1,1085.2,910.9,822.4,868.6,648.9,624.1,690.5,352.8,211,134.5,122.2,141.5,248.3,259,297.4,380.5,278.9
101.2,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,9.1,62.2,48.2,29.1,0,56.6,51.6,85.7,64.6,57.5,79.8,64.1,36.5,0,25.9,60.2,74.3,70.5,54.2,93.6,103,73.9,137.6,129.1,86.6,72.7,29.3,120.2,209.7,438.4,324.2,337.6,801,760.3,705.3,790.7,685.3,838.2,725.1,694.9,693.1,790.6,660.5,958.5,935.9,834.4,884.3,970.7,862.2,1008.6,933.9,1022.7,1166.4,1417,1186.2,1123.1,992.8,1197.6,1101.8,1064.6,965.8,957.9,916.9,794.5,926,749,868.6,962.3,1153.1,1163,662.4,896.8,999.7,693,640.6,766.8,472,379.5,438.5,570.2,742,444.6,560.3,298.5,502.3,559.1,559.2,696.8,576.5,711.7,616.1,778.6,418.8,227.2,493.5,510.5,459.8,273.9,357.8,494,422.9,344.7,738.3,784.4,819.4,858.2,679.8,734.7,514.3,673.9,814,675.4,649.9,772,868.4,648,326.7,519.3,606.3,478.5,477,535.3,523.8,308.3,271.4,198.2,43.8,29.1
357.9,405.1,369.6,355.6,276.5,258.6,214.2,135.3,200.4,131.6,163.8,139.6,123.9,115,99.6,53.2,72.4,48.1,105.6,77,81.7,47.9,68.7,50.5,66.7,39.9,10.6,43.8,47.9,26.4,47,37.3,38.1,117.4,64,83.1,36.6,22.2,85.5,105.1,19.6,0,0,0,0,0,132.8,231.5,393.1,447,452.1,337.8,330,450.1,614.5,521.8,597.3,689,602.4,813.5,719.2,654,719.1,819.8,1066.6,1000.1,503.9,869.6,1080.3,1237,902.7,981.4,1218.6,1483.2,1847.3,1524.6,1309.3,865.5,1282.7,1351.7,1434.1,1407.3,1062.8,1112.2,1115.8,944.3,993.8,1099.1,1052.8,1083.7,1192.8,1289.6,967.9,937.8,1226.7,910,1007,709.8,1022.2,745.4,877.9,925.3,1141.7,1147.4,1176.5,906.3,1078,1089.5,869.9,814.7,1105.1,1216.1,1163.9,1268.8,1381.9,1556.7,1477.7,1377.6,1070.1,1260.9,1184.5,1303.5,1429.4,1378.5,1674,1543.9,1215.1,1493.9,1365.4,1030.1,1170.5,1190.4,944,932.2,863.5,1012.9,939.6,862.1,821.7,701.5,694.1,529.1,387.9,416.7
86.5,195.5,133.1,62.6,98.2,117.8,104,80.8,133.8,115.2,98.2,106.5,109,152.1,96.9,85.7,110.2,75.5,35.5,35,20.1,46,20.2,6.3,48.6,48.2,0,21.5,13.2,0,46.9,6.6,37.7,27,0,18,95.2,156.9,168.4,161.4,246.2,196.5,254.2,42.3,126.7,182.3,201.2,374.2,485.2,689,435.5,238.6,462.6,335.9,547.5,708,669.1,529.2,731.3,713.4,828.5,692.3,846.9,850.8,1065.6,1007.1,597.9,524.3,621.5,593.2,729.8,454.4,709.1,653.9,807.2,930.7,948.7,1002.7,1139.2,831.4,817.3,717.8,711.2,691.1,573.6,792.1,761.1,830.9,552.9,304.2,375.4,127,161.8,305,401,753.9,601.2,554.5,485.2,347.7,616,727.3,912.7,751.2,582.7,572.4,776.4,771.7,832.4,881.8,963,731.6,822.7,945.1,644.5,979.5,904.3,587.6,205.8,841,749.7,779.8,588.5,752.9,699.7,565.4,643,666.7,1034.7,840.2,472.3,708,325.5,162.3,117.2,287.7,148.8,70.2,61.9,146.1,280,102.5,275.4,235.7
281.4,247.3,205.4,131.1,252.9,185.3,149.6,32.4,59.8,52.9,69.7,111.9,80.4,78.7,80.5,41.9,42.9,0,30.6,16.3,41.1,63.4,38.7,49.7,38.4,70.5,21.5,24.1,0,0,40.5,0,0,1.6,8.2,40.1,65.7,173.3,165.9,177.3,235.2,182.1,194.3,175.8,269.4,415.9,464.5,558,572.4,636.4,791,649.6,610.6,657.5,653.1,630.8,669.6,540.6,666,723.4,559.3,592.4,890.5,832.2,950.1,1023.5,958.2,1055.3,1214.3,1187.7,721.1,652.6,909.9,1011.6,906.9,967.8,935.5,644.1,1041.4,1106.6,992,930.1,1009.7,1058.9,1125.3,942.5,671.2,703.4,918.1,998.6,1103.8,841,1253.2,926.7,819.3,721.1,570.6,739.4,850,652.5,940.1,577,845.9,933.8,1053.7,1110.1,1131.1,1098.1,986.6,880.5,637.8,752.6,619.5,666.6,730.3,801.5,528.6,768.4,763.2,788.8,957.1,1036.3,774.4,892.5,892.8,920.8,882.7,656.2,847.3,643.3,852.8,954.3,811.9,696.8,837.7,733.4,797.9,525.4,398.2,338.4,368.2,349.5,210.2,215
82.6,0,0,0,0,21.2,113.2,61.9,0,33.7,111.2,78,93.7,91.9,105.8,31.4,38.8,62,47.4,41.9,0,58.9,26.1,5.2,0,0,0,0,0,0,37.4,6.5,45.5,54.9,99.9,68.5,62.9,51.7,93.1,123.8,85.6,43.3,50,146.8,368.7,389.7,307.8,334.1,477.9,633.6,669.2,447.2,638.8,595.7,563.1,410,358.6,425.8,740.6,719.5,352.2,429.6,351.5,419.9,245.8,602,711.9,618.6,503,462.4,604.8,705.3,683.9,792.9,734.6,670.5,438.2,568.9,544.6,560.4,362.3,478.4,587.3,504.4,408.7,527.3,443.5,396.8,409.4,675,577.8,943.7,982.1,675.6,377,153.9,367.1,338.1,316,210.4,357.4,538.2,491,360.6,432,539.1,620.3,458.9,537.3,455.7,642.1,557.1,552.2,467.3,575.1,437.2,552,655.7,739.2,743.9,818.8,781,503.3,460.9,552.6,655.3,462.2,504.5,256.4,272.3,204.7,251.7,111.6,78.1,0,0,0,0,0,0,0,0,0,0
258.7,196.3,194.8,148.3,236.1,212,138.6,80.4,21,63.4,41.2,47.2,0,26.2,0,6.5,30.9,76,69.7,52.8,89.5,101.4,93.6,89.7,26.4,13.1,10.5,41.1,5.5,36.7,44.6,14.4,17.2,0,0,0,0.4,2,19.7,113,178.5,138,75.5,162.8,275.1,461.8,471.7,517.5,399.2,521.6,588.4,512.6,254.8,193.5,318.9,633.6,549.5,416.7,406.8,283.5,441.5,370.5,241,471.9,562,383.2,341.9,935.3,852.2,782.5,705.6,437.1,533.9,283.1,186.9,351.7,529.4,333,253.9,240.6,110.5,68.1,268,315.8,307.5,52.4,166.1,337.5,266.8,303,258,248.3,324.1,517.5,1009.9,750.6,507.8,462.5,358.9,646.9,479.9,564.7,544.2,690.9,552.9,455.2,766.3,466.5,424.9,667.3,368.1,244.4,236.4,553.7,503.2,527,325.7,388.2,461.7,490.5,384.4,263.4,415.6,672.9,759.8,599.8,337,463.5,488.4,621.9,285.1,259.2,200.8,114.8,41.7,0,0,23.6,178.1,376.5,295.9,343.2,238.8,222.6
0,0,0,0,0,0,0,0,47.5,0,81.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9,0,0,0,0,0,38.1,21,0,79.5,70.9,53.4,88.8,121,113.2,126.1,262.1,293.5,36.5,153,346.4,271.4,131.9,381.4,472,509.7,595.8,655.4,429.2,691.2,858.8,851.9,1066.8,908.5,1327.4,1232.6,914,841.1,950.6,1001.2,1083,1016.4,1069.8,962.8,1146.2,800.9,569.5,610.5,615.8,752.5,851.2,718.2,775.8,673.9,710.9,732.5,745.7,792.9,656.3,763.2,415.8,864.5,998.2,719.4,859.4,1167.2,958.6,653,926.9,1181.8,817.1,758.6,836.7,573.9,777.6,1046.4,1157.7,1062.7,948.5,1287,936.2,1087.4,1058.7,1067.4,583.6,632.4,517.7,621.6,1093,1114.4,566,814.7,615.4,577.7,1033,933.1,780.7,857.2,851.8,1098.4,1126.1,843.6,1008,1118,972.3,997.7,803.5,863.9,649,526.9,515.5,354.3,346,101.7,0,3.6
315.7,185.7,219,202.8,173.7,110.5,0,0,37,0,0,0,15,0,0,16.6,94.7,57.7,97.3,73.5,109.8,113.7,81.9,97,58.1,60.6,29.7,46.6,99.9,90.2,79.1,65.4,107.3,90.3,97,95.7,46.4,29.9,14.8,0,0,0,0,0,0,0,0,0,0,6,235.3,235,139.3,33.4,0,94.2,15.6,210.6,250.7,432.8,539.6,664.9,414.6,478.5,466.1,795.3,668.3,483.8,336.7,548.6,836.2,856.6,845,887.7,737.7,517.9,801.4,977,755.2,802.6,755.6,732.6,700.8,876.3,808.3,969.5,875.9,1160.8,1108.7,1016.4,1028,837.2,610.5,868.3,1046.2,1026.6,1140.7,1161.7,790.5,869.1,957.5,1127.7,1162.2,1201.4,864.9,730.7,630.6,784.5,460.3,431.8,386.2,539,767.3,888,500.9,775.4,780.1,876.3,789,434.5,779.6,684.2,982.4,1056.5,822.1,711.7,822.2,904.6,780.2,737,905.2,940.8,657.7,485.2,304.1,430.5,679.9,613.7,516.8,544.3,509.2,419.1,362.5,426.8
